25504153;41.17229;-8.623186;-0.150503;0.7185921
25504170;41.17266;-8.624052;-0.1505181;0.7185984
26015876;41.16829;-8.589542;-0.1499158;0.7185223
25504123;41.17578;-8.622428;-0.1504898;0.7186529
26015910;41.1734;-8.608247;-0.1502423;0.7186114
26122674;41.18147;-8.620681;-0.1504593;0.7187522
2084090862;41.17451;-8.60396;-0.1501674;0.7186307
2084090865;41.17486;-8.605191;-0.1501889;0.7186369
2873770134;41.16906;-8.610208;-0.1502765;0.7185356
2873770145;41.16966;-8.61061;-0.1502835;0.7185461
4378186302;41.18324;-8.6041;-0.1501699;0.718783
4440945951;41.18797;-8.590747;-0.1499368;0.7188656
4526689701;41.16997;-8.608814;-0.1502521;0.7185516
4598508650;41.17038;-8.621869;-0.15048;0.7185587
4751793248;41.18046;-8.581716;-0.1497792;0.7187346
412249450;41.17541;-8.600165;-0.1501012;0.7186464
430273261;41.1841;-8.598788;-0.1500772;0.7187982
444017069;41.17064;-8.598282;-0.1500683;0.7185632
788743521;41.1862;-8.616259;-0.1503821;0.7188349
1223751641;41.17709;-8.599355;-0.1500871;0.7186759
1389528048;41.18059;-8.590629;-0.1499348;0.7187369
2486710653;41.18013;-8.62434;-0.1505231;0.7187289
3168773399;41.18767;-8.584032;-0.1498196;0.7188604
3573222206;41.18233;-8.599927;-0.150097;0.7187673
4203872926;41.17767;-8.607491;-0.1502291;0.7186859
4441072617;41.18243;-8.615163;-0.150363;0.7187691
4474021919;41.17743;-8.588024;-0.1498893;0.7186816
4495897513;41.1837;-8.589637;-0.1499174;0.7187912
4526607796;41.1789;-8.610096;-0.1502745;0.7187074
